rank	pathway_name	pathway_id	source	n_members	degree_norm	null_calibrated	null_z	empirical_q	member_mean_null_z	member_mean_q	in_reference	seed_members	seed_member_scores	influential_nodes_local	influential_nodes_global	neighbor_z_local	neighbor_z_global
887	PID_MTOR_4PATHWAY	MSIGDB:M121	MSIGDB	65	2.028376e-08	True	-5.425	1.0000	-0.901	0.8943	False	CLIP1;MAP2K1;ULK1;PLD1	0.0683;0.0502;0.0308;0.0000	AKT1;IRS1		local:n=65;max=5.51;p75=-0.07;p50=-0.22;p25=-0.35	global:n=65;max=-0.02;p75=-0.04;p50=-0.04;p25=-0.04
888	PID_P38_ALPHA_BETA_PATHWAY	MSIGDB:M76	MSIGDB	29	2.026702e-08	True	-3.332	1.0000	-0.616	0.8649	False	BLK	0.3408	LCK;FGR		local:n=29;max=3.61;p75=0.13;p50=-0.29;p25=-0.60	global:n=29;max=-0.03;p75=-0.04;p50=-0.04;p25=-0.04
889	REACTOME_RHO_GTPASES_ACTIVATE_FORMINS	MSIGDB:M27550	MSIGDB	138	2.018381e-08	True	-7.819	1.0000	-1.120	1.0000	False	ITGB1;CLIP1;DVL1;MAD1L1;TUBA4A;CLASP1;FMNL2;NUP37;NUP85	0.1336;0.1293;0.1022;0.0001;0.0000;0.0000;0.0000;0.0000;0.0000	SKA2;ACTB;ACTG1;RAC1		local:n=138;max=7.45;p75=0.13;p50=-0.48;p25=-0.48	global:n=138;max=-0.03;p75=-0.04;p50=-0.04;p25=-0.04
890	REACTOME_YAP1_AND_WWTR1_TAZ_STIMULATED_GENE_EXPRESSION	MSIGDB:M603	MSIGDB	13	2.018031e-08	True	-2.421	1.0000	-0.149	0.8649	False	GATA4	0.0270	NPPA		local:n=13;max=3.42;p75=-0.19;p50=-0.33;p25=-0.44	global:n=13;max=-0.04;p75=-0.04;p50=-0.04;p25=-0.04
891	REACTOME_BIOSYNTHESIS_OF_SPECIALIZED_PRORESOLVING_MEDIATORS_SPMS	MSIGDB:M27889	MSIGDB	18	2.017949e-08	True	-2.729	1.0000	-0.192	0.8649	False	CYP2C9	0.5704			local:n=18;max=1.85;p75=1.05;p50=-0.36;p25=-0.90	global:n=18;max=-0.04;p75=-0.04;p50=-0.04;p25=-0.04
892	REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY	MSIGDB:M17386	MSIGDB	72	2.016511e-08	True	-5.244	1.0000	-0.869	0.8885	False	PTPN11	0.0503	AKT1;LCK;PIK3CA		local:n=72;max=6.70;p75=-0.05;p50=-0.28;p25=-0.43	global:n=72;max=-0.02;p75=-0.04;p50=-0.04;p25=-0.04
893	PID_S1P_S1P2_PATHWAY	MSIGDB:M268	MSIGDB	24	2.014154e-08	True	-3.250	1.0000	-0.577	0.8649	False	GNAI2;GNAI3	0.0402;0.0297	IRS1		local:n=24;max=4.67;p75=-0.10;p50=-0.24;p25=-0.34	global:n=24;max=-0.03;p75=-0.04;p50=-0.04;p25=-0.04
894	WP_IRON_METABOLISM_IN_PLACENTA	MSIGDB:M39660	MSIGDB	12	2.010816e-08	True	-2.440	1.0000	-0.222	0.8649	False	HEPHL1;STEAP3	0.0000;0.0000			local:n=12;max=1.86;p75=0.71;p50=-0.67;p25=-0.67	global:n=12;max=-0.04;p75=-0.04;p50=-0.04;p25=-0.04
895	PID_RET_PATHWAY	MSIGDB:M82	MSIGDB	39	2.009650e-08	True	-4.052	1.0000	-0.783	0.8885	False	PTPN11;GAB1	0.0525;0.0448	IRS1;PIK3CA		local:n=39;max=5.32;p75=-0.08;p50=-0.28;p25=-0.43	global:n=39;max=-0.03;p75=-0.04;p50=-0.04;p25=-0.04
896	PID_IL2_1PATHWAY	MSIGDB:M122	MSIGDB	53	2.000377e-08	True	-4.999	1.0000	-1.033	0.9262	False	JAK3;PTPN11;MAP2K1;STAT1	0.1073;0.0525;0.0523;0.0164	IRS1;LCK;PIK3CA		local:n=53;max=5.73;p75=-0.09;p50=-0.26;p25=-0.45	global:n=53;max=-0.03;p75=-0.04;p50=-0.04;p25=-0.04
897	HALLMARK_PEROXISOME	MSIGDB:M5949	MSIGDB	102	1.997457e-08	True	-2.175	1.0000	-0.780	0.8990	False	ALB;ABCB4;ESR2;ABCC8;PEX6;ERCC3;TTR;CAT;MSH2;CACNA1B;SERPINA6;CEL;CLN8;CRAT;HMGCL;PRDX1	1.0000;0.2114;0.1300;0.1130;0.0600;0.0506;0.0460;0.0203;0.0163;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000	ALB		local:n=102;max=9.15;p75=0.04;p50=-0.33;p25=-0.36	global:n=102;max=-0.03;p75=-0.04;p50=-0.04;p25=-0.04
898	REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION	MSIGDB:M10735	MSIGDB	39	1.996703e-08	True	-4.600	1.0000	-0.678	0.8649	False	FN1;ADRA2B;ITGB3;MPL;F2;GP1BA;VWF;RAPGEF4	0.1573;0.0697;0.0695;0.0575;0.0352;0.0202;0.0000;0.0000	AKT1		local:n=39;max=5.63;p75=-0.05;p50=-0.35;p25=-0.40	global:n=39;max=-0.02;p75=-0.04;p50=-0.04;p25=-0.04
899	WP_ATM_SIGNALING_PATHWAY	MSIGDB:M39433	MSIGDB	40	1.995956e-08	True	-4.678	1.0000	-0.822	0.8885	False	NBN;BRCA1;RAD50;ATM;FANCD2;CHEK2;MRE11	0.1037;0.0889;0.0857;0.0826;0.0751;0.0334;0.0156	RAD51		local:n=40;max=5.72;p75=-0.04;p50=-0.25;p25=-0.35	global:n=40;max=-0.03;p75=-0.04;p50=-0.04;p25=-0.04
900	WP_IL6_SIGNALING_PATHWAY	MSIGDB:M39656	MSIGDB	42	1.993254e-08	True	-4.914	1.0000	-0.904	0.8885	False	JAK2;PTPN11;MAP2K1;IL6ST;GAB1;STAT1;CREBBP;AGT	0.0783;0.0383;0.0381;0.0354;0.0326;0.0119;0.0027;0.0025	GSK3B;AKT1		local:n=42;max=4.99;p75=-0.09;p50=-0.24;p25=-0.37	global:n=42;max=-0.02;p75=-0.04;p50=-0.04;p25=-0.04
901	REACTOME_ION_HOMEOSTASIS	MSIGDB:M27460	MSIGDB	51	1.989073e-08	True	-5.107	1.0000	-0.588	0.8826	False	RYR1;ITPR2;PLN;ATP2A1;ATP1A2;ATP2B2;CASQ1;DMPK;RYR3	1.0000;0.4183;0.2345;0.0003;0.0000;0.0000;0.0000;0.0000;0.0000	RYR1;CASQ2		local:n=51;max=3.86;p75=0.66;p50=-0.66;p25=-0.66	global:n=51;max=-0.04;p75=-0.04;p50=-0.04;p25=-0.04
902	BIOCARTA_ATM_PATHWAY	MSIGDB:M10628	MSIGDB	20	1.986582e-08	True	-3.472	1.0000	-0.707	0.8649	False	NBN;BRCA1;RAD50;ATM;CHEK2;MRE11	0.0728;0.0609;0.0583;0.0558;0.0163;0.0020	NFKB1;RAD51		local:n=20;max=3.36;p75=-0.24;p50=-0.29;p25=-0.41	global:n=20;max=-0.02;p75=-0.04;p50=-0.04;p25=-0.04
903	BIOCARTA_IL4_PATHWAY	MSIGDB:M5415	MSIGDB	11	1.985970e-08	True	-2.221	1.0000	-0.395	0.8649	False	JAK3	0.0983	AKT1;IRS1		local:n=11;max=2.17;p75=-0.32;p50=-0.48;p25=-0.50	global:n=11;max=-0.02;p75=-0.04;p50=-0.04;p25=-0.04
904	PID_AVB3_OPN_PATHWAY	MSIGDB:M63	MSIGDB	31	1.982040e-08	True	-3.644	1.0000	-0.824	0.8885	False	ITGB3;MMP9	0.0461;0.0001	NFKB1		local:n=31;max=4.98;p75=0.03;p50=-0.25;p25=-0.43	global:n=31;max=-0.02;p75=-0.04;p50=-0.04;p25=-0.04
905	WP_UNFOLDED_PROTEIN_RESPONSE	MSIGDB:M39878	MSIGDB	23	1.981125e-08	True	-3.125	1.0000	-0.492	0.8649	False	TNFRSF10B;IL1B	0.0798;0.0416	ATF4		local:n=23;max=4.63;p75=-0.18;p50=-0.20;p25=-0.33	global:n=23;max=-0.02;p75=-0.04;p50=-0.04;p25=-0.04
906	WP_FARNESOID_X_RECEPTOR_PATHWAY	MSIGDB:M39411	MSIGDB	18	1.974821e-08	True	-2.857	1.0000	-0.294	0.8649	False	ABCB4;ABCB11	1.0000;0.5831	ABCB4		local:n=18;max=1.97;p75=0.85;p50=-0.36;p25=-1.05	global:n=18;max=-0.04;p75=-0.04;p50=-0.04;p25=-0.04
907	REACTOME_FLT3_SIGNALING	MSIGDB:M29803	MSIGDB	38	1.970974e-08	True	-4.009	1.0000	-0.801	0.8885	False	FLT3;PTPN11	0.1163;0.0503	AKT1;LCK;PIK3CA		local:n=38;max=4.92;p75=0.03;p50=-0.30;p25=-0.43	global:n=38;max=-0.02;p75=-0.04;p50=-0.04;p25=-0.04
908	WP_7Q1123_COPY_NUMBER_VARIATION_SYNDROME	MSIGDB:M40052	MSIGDB	84	1.960539e-08	True	-6.562	1.0000	-0.724	0.8723	False	CTNNB1;PKLR;ERCC6;ULK1;SMARCA5;ELN;FBN1;SF3B1;DLD;FKBP6	0.7388;0.0835;0.0305;0.0288;0.0214;0.0151;0.0151;0.0001;0.0000;0.0000	ATF4;CTNNB1		local:n=84;max=7.20;p75=-0.05;p50=-0.26;p25=-0.26	global:n=84;max=-0.02;p75=-0.04;p50=-0.04;p25=-0.04
909	REACTOME_SIGNALING_BY_PTK6	MSIGDB:M29742	MSIGDB	54	1.960141e-08	True	-5.055	1.0000	-0.866	0.8885	False	ERBB3;EGFR;ERBB4	0.1259;0.1225;0.1160	AKT1		local:n=54;max=6.44;p75=0.01;p50=-0.32;p25=-0.41	global:n=54;max=-0.02;p75=-0.04;p50=-0.04;p25=-0.04
910	PID_S1P_S1P3_PATHWAY	MSIGDB:M55	MSIGDB	28	1.957808e-08	True	-3.977	1.0000	-0.636	0.8649	False	JAK2;ITGB3;GNAI2;GNAI3	0.1028;0.0695;0.0386;0.0284	AKT1		local:n=28;max=5.03;p75=-0.00;p50=-0.19;p25=-0.42	global:n=28;max=-0.02;p75=-0.04;p50=-0.04;p25=-0.04
911	WP_KIT_RECEPTOR_SIGNALING_PATHWAY	MSIGDB:M39350	MSIGDB	59	1.952838e-08	True	-5.465	1.0000	-1.014	0.9262	False	JAK2;MAPT;PTPN11;MAP2K1;STAT1	0.1028;0.0686;0.0503;0.0502;0.0158	AKT1;KIT		local:n=59;max=7.01;p75=0.02;p50=-0.19;p25=-0.39	global:n=59;max=-0.02;p75=-0.04;p50=-0.04;p25=-0.04
912	REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_27_HYDROXYCHOLESTEROL	MSIGDB:M27074	MSIGDB	15	1.939538e-08	True	-2.427	1.0000	-0.277	0.8649	False	CYP27A1	0.2788			local:n=15;max=1.29;p75=0.95;p50=0.21;p25=-0.95	global:n=15;max=-0.04;p75=-0.04;p50=-0.04;p25=-0.04
913	PID_PI3K_PLC_TRK_PATHWAY	MSIGDB:M271	MSIGDB	36	1.928897e-08	True	-4.111	1.0000	-0.809	0.8870	False	GAB1;TRPC3	0.0328;0.0000	GSK3B;AKT1		local:n=36;max=4.34;p75=-0.22;p50=-0.33;p25=-0.41	global:n=36;max=-0.02;p75=-0.04;p50=-0.04;p25=-0.04
914	REACTOME_PLATELET_CALCIUM_HOMEOSTASIS	MSIGDB:M924	MSIGDB	28	1.913793e-08	True	-4.014	1.0000	-0.412	0.8649	False	TRPC6;ITPR2;ATP2A1;ATP2B2;TRPC3	0.7283;0.6570;0.0004;0.0000;0.0000	P2RX2		local:n=28;max=2.32;p75=1.30;p50=-0.66;p25=-0.66	global:n=28;max=-0.04;p75=-0.04;p50=-0.04;p25=-0.04
915	REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION	MSIGDB:M894	MSIGDB	298	1.906204e-08	True	-12.234	1.0000	-1.144	1.0000	False	GNE;SPTA1;SPTBN1;F8;GLB1;PMM2;ALG3;ALG6;COL7A1;CTSA;SERPINA1;CAPZA2;COPB2;GOSR2;MPI;MVD;SEC23A;SLC17A5;SPTB;TUBA4A;ALG1;COG6;DHDDS;ALG8;FCSK;GMPPB;MOGS	0.4833;0.3834;0.3834;0.3802;0.3547;0.1701;0.1558;0.1558;0.0934;0.0847;0.0011;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000	ANK1;DYNC1H1;TUBB4A;TUBA3C;TUBB3;TUBA1B;ANK2;INS;MAGT1;MPDU1;TUSC3;GNE;VCP;SLC35C1;CTSZ;CALR;CSNK1D;NAPB;FOLR1;MAN2A1;MAN2A2		local:n=200;max=5.73;p75=0.53;p50=-0.43;p25=-0.43	global:n=200;max=-0.04;p75=-0.04;p50=-0.04;p25=-0.04
916	REACTOME_WNT_LIGAND_BIOGENESIS_AND_TRAFFICKING	MSIGDB:M27239	MSIGDB	25	1.903476e-08	True	-3.447	1.0000	-0.340	0.8649	False	WNT10B;VPS29	0.2218;0.0000			local:n=25;max=1.50;p75=1.11;p50=-0.32;p25=-1.01	global:n=25;max=-0.04;p75=-0.04;p50=-0.04;p25=-0.04
917	REACTOME_DAP12_SIGNALING	MSIGDB:M27171	MSIGDB	29	1.902577e-08	True	-3.623	1.0000	-0.702	0.8712	False	TREM2	0.0857	LCK;PIK3CA		local:n=29;max=3.56;p75=-0.23;p50=-0.31;p25=-0.42	global:n=29;max=-0.03;p75=-0.04;p50=-0.04;p25=-0.04
918	PID_INTEGRIN_A4B1_PATHWAY	MSIGDB:M277	MSIGDB	33	1.902371e-08	True	-3.844	1.0000	-0.644	0.8712	False	FN1;MYH2;ITGB1	0.7940;0.7286;0.3565	BCAR1;RAC1		local:n=33;max=2.49;p75=0.40;p50=-0.39;p25=-0.78	global:n=33;max=-0.04;p75=-0.04;p50=-0.04;p25=-0.04
919	WP_NETRINUNC5B_SIGNALING_PATHWAY	MSIGDB:M39782	MSIGDB	49	1.902326e-08	True	-4.884	1.0000	-0.875	0.8885	False	PTPN11;MAP2K1;ROBO4;ARHGEF12;ALPL	0.0503;0.0502;0.0489;0.0276;0.0058	AKT1;CCL2;PIK3CA		local:n=49;max=4.91;p75=-0.11;p50=-0.27;p25=-0.41	global:n=49;max=-0.02;p75=-0.04;p50=-0.04;p25=-0.04
920	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1	MSIGDB:M27786	MSIGDB	173	1.897519e-08	True	-8.782	1.0000	-1.394	1.0000	False	BLK;PTPN11;LIFR;GP1BA;PSMB10;CREBBP;OCLN	0.5449;0.1585;0.1454;0.0635;0.0465;0.0119;0.0000	ITCH;CCNH;CCND1;CCND2;CCND3;BLK;ABL1		local:n=173;max=5.29;p75=-0.04;p50=-0.38;p25=-0.45	global:n=173;max=-0.04;p75=-0.04;p50=-0.04;p25=-0.04
921	WP_HEDGEHOG_SIGNALING_PATHWAY_NETPATH	MSIGDB:M39675	MSIGDB	16	1.895361e-08	True	-3.176	1.0000	-0.268	0.8649	True	PTCH2;GLI3;GLI1;IHH	0.4715;0.2132;0.1772;0.1251	KIF7		local:n=16;max=2.59;p75=0.64;p50=-0.39;p25=-0.68	global:n=16;max=-0.04;p75=-0.04;p50=-0.04;p25=-0.04
922	REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING	MSIGDB:M27288	MSIGDB	143	1.891975e-08	True	-7.824	1.0000	-1.445	1.0000	False	CTNNB1;ITPR2;GNB5;PLCB3;DVL1;PSMB10;PDE6A;PDE6B	1.0000;0.1196;0.0899;0.0805;0.0683;0.0187;0.0000;0.0000	CTNNB1;RAC1		local:n=143;max=10.38;p75=0.22;p50=-0.27;p25=-0.43	global:n=143;max=-0.03;p75=-0.04;p50=-0.04;p25=-0.04
923	REACTOME_FACTORS_INVOLVED_IN_MEGAKARYOCYTE_DEVELOPMENT_AND_PLATELET_PRODUCTION	MSIGDB:M941	MSIGDB	154	1.886460e-08	True	-8.551	1.0000	-1.109	1.0000	False	JAK2;KIF23;DOCK2;PRKAR2A;VPS45;HBB;ZFPM2;DOCK8;GATA4;GATA5;CAPZA2;TUBA4A;DOCK6;MICAL1	0.3604;0.3318;0.1563;0.1464;0.1021;0.0703;0.0515;0.0441;0.0302;0.0120;0.0000;0.0000;0.0000;0.0000	ACTB;RAC1;ABL1;CDC42;TUBB4A;TUBA3C;TUBB3;TUBA1B;SH2B2		local:n=154;max=6.31;p75=0.05;p50=-0.56;p25=-0.56	global:n=154;max=-0.04;p75=-0.04;p50=-0.04;p25=-0.04
924	REACTOME_GLUCAGON_LIKE_PEPTIDE_1_GLP1_REGULATES_INSULIN_SECRETION	MSIGDB:M791	MSIGDB	42	1.885814e-08	True	-4.661	1.0000	-0.690	0.8712	False	ITPR2;GNB5;PRKAR2A;ADCY6;RAPGEF4	0.0512;0.0385;0.0226;0.0000;0.0000	GNAS		local:n=42;max=6.36;p75=-0.12;p50=-0.23;p25=-0.23	global:n=42;max=-0.01;p75=-0.04;p50=-0.04;p25=-0.04
925	REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA	MSIGDB:M1002	MSIGDB	81	1.878301e-08	True	-5.929	1.0000	-0.770	0.8885	False	CREBBP	0.0031	NFKB1;ITCH		local:n=81;max=8.48;p75=-0.05;p50=-0.19;p25=-0.28	global:n=81;max=-0.02;p75=-0.04;p50=-0.04;p25=-0.04
926	WP_HEDGEHOG_SIGNALING_PATHWAY	MSIGDB:M39706	MSIGDB	43	1.874033e-08	True	-4.864	1.0000	-0.592	0.8649	True	EVC;EVC2;PTCH2;GLI3;GLI1;IHH;CUL3	0.2131;0.2131;0.1536;0.0695;0.0577;0.0407;0.0006	CCND1;CCND2		local:n=43;max=3.90;p75=0.10;p50=-0.27;p25=-0.64	global:n=43;max=-0.04;p75=-0.04;p50=-0.04;p25=-0.04
927	PID_ILK_PATHWAY	MSIGDB:M71	MSIGDB	45	1.864807e-08	True	-4.619	1.0000	-0.552	0.8649	False	CTNNB1;RUVBL2	0.6035;0.0000	GSK3B;AKT1;CTNNB1		local:n=45;max=4.63;p75=-0.10;p50=-0.34;p25=-0.39	global:n=45;max=-0.02;p75=-0.04;p50=-0.04;p25=-0.04
928	REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	MSIGDB:M27587	MSIGDB	34	1.862105e-08	True	-4.345	1.0000	-0.565	0.8712	False	NBN;BRCA1;RAD50;ATM;XRCC4;MRE11;HERC2;TDP2	1.0000;0.8569;0.8260;0.7964;0.7696;0.1507;0.1354;0.0000			local:n=34;max=1.87;p75=1.16;p50=-0.47;p25=-0.85	global:n=34;max=-0.04;p75=-0.04;p50=-0.04;p25=-0.04
929	PID_AR_PATHWAY	MSIGDB:M58	MSIGDB	60	1.861950e-08	True	-5.301	1.0000	-0.677	0.8649	False	CTNNB1;BRCA1;CDKN2A;UBA3;APPL1;MAK;PRDX1	0.7908;0.0847;0.0506;0.0233;0.0002;0.0000;0.0000	AKT1;CTNNB1		local:n=60;max=5.63;p75=-0.10;p50=-0.30;p25=-0.38	global:n=60;max=-0.02;p75=-0.04;p50=-0.04;p25=-0.04
930	WP_MAP3K1_ROLE_IN_PROMOTING_AND_BLOCKING_GONADAL_DETERMINATION	MSIGDB:M39907	MSIGDB	17	1.852944e-08	True	-2.924	1.0000	-0.477	0.8649	False	CTNNB1;FGFR2	0.6035;0.0938	GSK3B		local:n=17;max=3.39;p75=-0.25;p50=-0.36;p25=-0.44	global:n=17;max=-0.02;p75=-0.04;p50=-0.04;p25=-0.04
931	REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE	MSIGDB:M29565	MSIGDB	95	1.851001e-08	True	-6.542	1.0000	-1.132	0.9974	False	MAPK7;PTPN11;MAP2K1	0.0469;0.0420;0.0418	NFKB1		local:n=95;max=9.39;p75=0.07;p50=-0.18;p25=-0.29	global:n=95;max=-0.02;p75=-0.04;p50=-0.04;p25=-0.04
932	RNA Degradation	C1257756	GO	15	1.850644e-08	True	-3.045	1.0000	-0.316	1.0000	False	PNPT1;PARN;DROSHA	0.8840;0.2703;0.2576			local:n=17;max=1.21;p75=0.96;p50=-0.34;p25=-0.91	global:n=17;max=-0.04;p75=-0.04;p50=-0.04;p25=-0.04
933	REACTOME_GABA_RECEPTOR_ACTIVATION	MSIGDB:M976	MSIGDB	59	1.848908e-08	True	-5.135	1.0000	-0.605	1.0000	False	GNB5;GNAI2;GNAI3;ADCY6	0.4957;0.2691;0.1983;0.0000	KCNJ5;GABRA1;GABRA3;GABRA6;GABBR2		local:n=59;max=3.27;p75=0.07;p50=-0.45;p25=-0.45	global:n=59;max=-0.04;p75=-0.04;p50=-0.04;p25=-0.04
934	PID_AURORA_A_PATHWAY	MSIGDB:M242	MSIGDB	31	1.846018e-08	True	-3.662	1.0000	-0.644	0.8649	False	BRCA1;CPEB1	0.0647;0.0000	GSK3B;AKT1		local:n=31;max=4.31;p75=-0.13;p50=-0.25;p25=-0.32	global:n=31;max=-0.02;p75=-0.04;p50=-0.04;p25=-0.04
935	WP_P53_TRANSCRIPTIONAL_GENE_NETWORK	MSIGDB:M40062	MSIGDB	70	1.845124e-08	True	-5.546	1.0000	-0.734	0.8885	False	FANCC;NCF2;ULK1;PERP;XPC;MSH2	0.0881;0.0495;0.0379;0.0284;0.0223;0.0162	CCL2		local:n=70;max=7.93;p75=0.01;p50=-0.21;p25=-0.37	global:n=70;max=-0.03;p75=-0.04;p50=-0.04;p25=-0.04
936	WP_PROSTAGLANDIN_SYNTHESIS_AND_REGULATION	MSIGDB:M39355	MSIGDB	43	1.838125e-08	True	-4.431	1.0000	-0.492	0.8649	False	EDNRA;EDN1;TBXAS1	0.5810;0.1571;0.0000	PPARG;AKR1C1		local:n=43;max=2.02;p75=0.78;p50=-0.25;p25=-0.98	global:n=43;max=-0.04;p75=-0.04;p50=-0.04;p25=-0.04
937	REACTOME_SEPARATION_OF_SISTER_CHROMATIDS	MSIGDB:M29614	MSIGDB	187	1.837103e-08	True	-8.964	1.0000	-1.617	1.0000	False	CLIP1;PSMB10;MAD1L1;TUBA4A;CLASP1;NUP37;NUP85	0.1293;0.0279;0.0001;0.0000;0.0000;0.0000;0.0000	SKA2;STAG1;DYNC1H1		local:n=187;max=8.56;p75=-0.01;p50=-0.33;p25=-0.33	global:n=187;max=-0.03;p75=-0.04;p50=-0.04;p25=-0.04
938	BIOCARTA_NO1_PATHWAY	MSIGDB:M4383	MSIGDB	27	1.835760e-08	True	-3.749	1.0000	-0.501	0.8649	False	ACTA1;FLT4;PRKAR2A	0.2267;0.1165;0.0418	AKT1		local:n=27;max=4.84;p75=0.02;p50=-0.28;p25=-0.46	global:n=27;max=-0.02;p75=-0.04;p50=-0.04;p25=-0.04
939	PID_ENDOTHELIN_PATHWAY	MSIGDB:M8	MSIGDB	62	1.831599e-08	True	-5.697	1.0000	-0.959	0.9106	False	TRPC6;JAK2;EDNRA;PLCB3;MAP2K1;GNAI2;GNAI3;COL3A1;EDN1;ADCY6	0.1048;0.1028;0.0697;0.0637;0.0502;0.0386;0.0284;0.0200;0.0188;0.0000	AKT1		local:n=62;max=7.28;p75=0.05;p50=-0.18;p25=-0.47	global:n=62;max=-0.02;p75=-0.04;p50=-0.04;p25=-0.04
940	PID_BMP_PATHWAY	MSIGDB:M181	MSIGDB	42	1.830400e-08	True	-4.423	1.0000	-0.519	0.8649	False	HJV;BMPR1B;SMAD6;BMP6	0.0841;0.0557;0.0390;0.0258	GSK3B		local:n=42;max=6.33;p75=-0.03;p50=-0.15;p25=-0.32	global:n=42;max=-0.02;p75=-0.04;p50=-0.04;p25=-0.04
941	WP_ANGIOGENESIS	MSIGDB:M39556	MSIGDB	23	1.829078e-08	True	-3.425	1.0000	-0.651	0.8649	False	FGFR2;MMP9;CREBBP	0.1227;0.0148;0.0036	AKT1		local:n=23;max=4.16;p75=-0.02;p50=-0.20;p25=-0.45	global:n=23;max=-0.02;p75=-0.04;p50=-0.04;p25=-0.04
942	WP_MAMMARY_GLAND_DEVELOPMENT_PATHWAY_PREGNANCY_AND_LACTATION_STAGE_3_OF_4	MSIGDB:M39455	MSIGDB	32	1.822016e-08	True	-4.109	1.0000	-0.598	0.8649	False	ERBB3;EGFR;ERBB4;ESR2;JAK2;PRLR	0.4266;0.4148;0.3930;0.3556;0.3481;0.1565	CCND1		local:n=32;max=3.54;p75=0.56;p50=0.10;p25=-0.95	global:n=32;max=-0.04;p75=-0.04;p50=-0.04;p25=-0.04
943	REACTOME_ARACHIDONIC_ACID_METABOLISM	MSIGDB:M27140	MSIGDB	55	1.822014e-08	True	-5.062	1.0000	-0.368	0.8649	False	CYP2U1;CYP1B1;CYP2C9;TBXAS1	0.8386;0.7628;0.5469;0.0000	ABCC1;CYP2U1;CYP2C8;CYP1B1;CYP1A2;CYP2C19;AKR1C3		local:n=55;max=2.88;p75=0.27;p50=-0.58;p25=-0.72	global:n=55;max=-0.04;p75=-0.04;p50=-0.04;p25=-0.04
944	PID_IL8_CXCR1_PATHWAY	MSIGDB:M252	MSIGDB	28	1.820600e-08	True	-3.490	1.0000	-0.573	0.8649	False	PLCB3;GNAI2;PLD1	0.0637;0.0386;0.0000	AKT1		local:n=28;max=4.73;p75=-0.10;p50=-0.28;p25=-0.38	global:n=28;max=-0.02;p75=-0.04;p50=-0.04;p25=-0.04
945	WP_IL5_SIGNALING_PATHWAY	MSIGDB:M39392	MSIGDB	40	1.819812e-08	True	-4.430	1.0000	-0.870	0.8885	False	JAK2;MAPT;PTPN11;MAP2K1;STAT1	0.0784;0.0524;0.0384;0.0382;0.0120	GSK3B;AKT1		local:n=40;max=4.90;p75=-0.15;p50=-0.25;p25=-0.31	global:n=40;max=-0.02;p75=-0.04;p50=-0.04;p25=-0.04
946	REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE	MSIGDB:M27012	MSIGDB	92	1.819386e-08	True	-6.314	1.0000	-1.103	0.9855	False	MAPK7;MAP2K1	0.0469;0.0418	NFKB1		local:n=92;max=9.26;p75=0.01;p50=-0.18;p25=-0.28	global:n=92;max=-0.02;p75=-0.04;p50=-0.04;p25=-0.04
947	REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS	MSIGDB:M706	MSIGDB	119	1.817773e-08	True	-7.235	1.0000	-0.505	1.0000	False	HADHA;DGAT1;GPD2;HADHB;PLD1;LPIN1;DDHD2;MFSD2A	0.2185;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000	SLC44A4;SLC44A1;PLA2R1;CPNE1;PLA2G4B;ETNK1		local:n=119;max=4.73;p75=-0.44;p50=-0.44;p25=-0.44	global:n=119;max=-0.04;p75=-0.04;p50=-0.04;p25=-0.04
948	WP_INTERFERON_TYPE_I_SIGNALING_PATHWAYS	MSIGDB:M39435	MSIGDB	53	1.815883e-08	True	-5.132	1.0000	-0.825	0.8885	False	IFNAR1;IFNAR2;PTPN11;RPS6KA4;PIK3CD;STAT1;STAT4	0.1064;0.1064;0.0525;0.0359;0.0318;0.0164;0.0161	IRS1;LCK		local:n=53;max=6.12;p75=-0.08;p50=-0.31;p25=-0.36	global:n=53;max=-0.03;p75=-0.04;p50=-0.04;p25=-0.04
949	WP_GDNFRET_SIGNALLING_AXIS	MSIGDB:M39814	MSIGDB	23	1.812610e-08	True	-3.411	1.0000	-0.334	0.8649	False	CTNNB1;GLI3;IFT27	1.0000;0.0259;0.0000	CTNNB1		local:n=23;max=4.57;p75=-0.04;p50=-0.33;p25=-0.35	global:n=23;max=-0.03;p75=-0.04;p50=-0.04;p25=-0.04
