rank	pathway_name	pathway_id	source	n_members	degree_norm	null_calibrated	null_z	empirical_q	member_mean_null_z	member_mean_q	in_reference	seed_members	seed_member_scores	influential_nodes_local	influential_nodes_global	neighbor_z_local	neighbor_z_global
1943	REACTOME_REGULATION_OF_GENE_EXPRESSION_IN_LATE_STAGE_BRANCHING_MORPHOGENESIS_PANCREATIC_BUD_PRECURSOR_CELLS	MSIGDB:M27121	MSIGDB	16	1.478728e-07	True	-1.568	1.0000	-2.157	1.0000	False	HNF1B	1.0000	HNF1B	HNF1B	local:n=16;max=3.87;p75=-0.25;p50=-0.26;p25=-0.26	global:n=16;max=4.55;p75=-0.21;p50=-0.22;p25=-0.22
1944	BIOCARTA_PLCE_PATHWAY	MSIGDB:M5576	MSIGDB	11	1.476332e-07	True	-1.134	1.0000	-1.318	1.0000	False	PRKAR1A	1.0000	PRKAR1A	PRKAR1A	local:n=11;max=3.16;p75=-0.32;p50=-0.32;p25=-0.32	global:n=11;max=4.56;p75=-0.22;p50=-0.22;p25=-0.22
1945	PID_IL8_CXCR1_PATHWAY	MSIGDB:M252	MSIGDB	28	1.474920e-07	True	-2.652	1.0000	-3.044	1.0000	False	AKT1;PLD1	1.0000;0.9960	AKT1;PLD1	AKT1;PLD1	local:n=28;max=3.61;p75=-0.28;p50=-0.28;p25=-0.28	global:n=28;max=4.57;p75=-0.21;p50=-0.22;p25=-0.22
1946	WP_NRF2ARE_REGULATION	MSIGDB:M39761	MSIGDB	23	1.472756e-07	True	-2.285	1.0000	-2.791	1.0000	False	INSR;MAF	1.0000;0.9980	INSR;MAF	INSR;MAF	local:n=23;max=3.24;p75=-0.30;p50=-0.31;p25=-0.31	global:n=23;max=4.56;p75=-0.21;p50=-0.22;p25=-0.22
1947	REACTOME_JOSEPHIN_DOMAIN_DUBS	MSIGDB:M27577	MSIGDB	12	1.467053e-07	True	-1.257	1.0000	-1.738	1.0000	False	PRKN	1.0000	PRKN	PRKN	local:n=12;max=3.32;p75=-0.30;p50=-0.30;p25=-0.30	global:n=12;max=4.56;p75=-0.22;p50=-0.22;p25=-0.22
1948	REACTOME_LDL_CLEARANCE	MSIGDB:M27846	MSIGDB	19	1.462374e-07	True	-2.039	1.0000	1.202	0.8552	False	LDLR;NPC1	1.0000;0.9999	LDLR;NPC1	LDLR;NPC1	local:n=19;max=2.92;p75=-0.34;p50=-0.34;p25=-0.34	global:n=19;max=4.56;p75=-0.22;p50=-0.22;p25=-0.22
1949	PID_TXA2PATHWAY	MSIGDB:M99	MSIGDB	55	1.459466e-07	True	-3.896	1.0000	-5.084	1.0000	False	AKT1;PRKCQ	1.0000;0.9958	AKT1;PRKCQ	AKT1;PRKCQ	local:n=55;max=5.16;p75=-0.19;p50=-0.20;p25=-0.20	global:n=55;max=4.57;p75=-0.21;p50=-0.22;p25=-0.22
1950	REACTOME_SIGNALING_BY_NOTCH1_HD_DOMAIN_MUTANTS_IN_CANCER	MSIGDB:M27202	MSIGDB	14	1.459116e-07	True	-1.348	1.0000	-2.245	1.0000	False	ADAM17	1.0000	ADAM17	ADAM17	local:n=14;max=3.61;p75=-0.28;p50=-0.28;p25=-0.28	global:n=14;max=4.55;p75=-0.22;p50=-0.22;p25=-0.22
1951	REACTOME_GLUCAGON_TYPE_LIGAND_RECEPTORS	MSIGDB:M10322	MSIGDB	32	1.458759e-07	True	-2.848	1.0000	-2.625	1.0000	False	GHRHR	1.0000	GHRHR	GHRHR	local:n=32;max=5.57;p75=-0.18;p50=-0.18;p25=-0.18	global:n=32;max=4.55;p75=-0.22;p50=-0.22;p25=-0.22
1952	REACTOME_EICOSANOIDS	MSIGDB:M27129	MSIGDB	12	1.457739e-07	True	-1.233	1.0000	0.845	1.0000	False	TBXAS1	1.0000	TBXAS1	TBXAS1	local:n=12;max=3.32;p75=-0.30;p50=-0.30;p25=-0.30	global:n=12;max=4.55;p75=-0.22;p50=-0.22;p25=-0.22
1953	REACTOME_BETA_OXIDATION_OF_PRISTANOYL_COA	MSIGDB:M27294	MSIGDB	9	1.457143e-07	True	-1.025	1.0000	0.855	1.0000	False	CRAT	1.0000	CRAT	CRAT	local:n=9;max=2.83;p75=-0.35;p50=-0.35;p25=-0.35	global:n=9;max=4.55;p75=-0.22;p50=-0.22;p25=-0.22
1954	REACTOME_DEFECTIVE_B4GALT7_CAUSES_EDS_PROGEROID_TYPE	MSIGDB:M27258	MSIGDB	20	1.448443e-07	True	-2.105	1.0000	-1.209	1.0000	False	VCAN;HSPG2	1.0000;0.9996	VCAN;HSPG2	VCAN;HSPG2	local:n=20;max=3.00;p75=-0.33;p50=-0.33;p25=-0.33	global:n=20;max=4.56;p75=-0.22;p50=-0.22;p25=-0.22
1955	REACTOME_ER_QUALITY_CONTROL_COMPARTMENT_ERQC	MSIGDB:M27875	MSIGDB	18	1.448105e-07	True	-1.859	1.0000	-2.372	1.0000	False	MAN1B1	1.0000	MAN1B1	MAN1B1	local:n=18;max=4.12;p75=-0.24;p50=-0.24;p25=-0.24	global:n=18;max=4.55;p75=-0.22;p50=-0.22;p25=-0.22
1956	BIOCARTA_GATA3_PATHWAY	MSIGDB:M1394	MSIGDB	12	1.432333e-07	True	-1.328	1.0000	-2.083	1.0000	False	PRKAR1A	1.0000	PRKAR1A	PRKAR1A	local:n=12;max=3.32;p75=-0.30;p50=-0.30;p25=-0.30	global:n=12;max=4.56;p75=-0.22;p50=-0.22;p25=-0.22
1957	PID_ATF2_PATHWAY	MSIGDB:M166	MSIGDB	57	1.431916e-07	True	-4.046	1.0000	-6.422	1.0000	False	MAPK1;TH	1.0000;0.9957	MAPK1;TH	MAPK1;TH	local:n=57;max=5.26;p75=-0.19;p50=-0.19;p25=-0.19	global:n=57;max=4.58;p75=-0.21;p50=-0.22;p25=-0.22
1958	WP_OXIDATIVE_PHOSPHORYLATION	MSIGDB:M39436	MSIGDB	39	1.431739e-07	True	-3.230	1.0000	1.203	1.0000	False	NDUFS3;NDUFS8	1.0000;1.0000	NDUFS3;NDUFS8	NDUFS3;NDUFS8	local:n=39;max=4.30;p75=-0.23;p50=-0.23;p25=-0.23	global:n=39;max=4.55;p75=-0.22;p50=-0.22;p25=-0.22
1959	REACTOME_ATTENUATION_PHASE	MSIGDB:M27254	MSIGDB	26	1.430423e-07	True	-2.406	1.0000	-3.482	1.0000	False	COL4A6	1.0000	COL4A6	COL4A6	local:n=26;max=5.00;p75=-0.20;p50=-0.20;p25=-0.20	global:n=26;max=4.56;p75=-0.22;p50=-0.22;p25=-0.22
1960	REACTOME_N_GLYCAN_ANTENNAE_ELONGATION_IN_THE_MEDIAL_TRANS_GOLGI	MSIGDB:M979	MSIGDB	26	1.427482e-07	True	-2.455	1.0000	0.851	1.0000	False	MGAT2	1.0000	MGAT2	MGAT2	local:n=26;max=5.00;p75=-0.20;p50=-0.20;p25=-0.20	global:n=26;max=4.55;p75=-0.22;p50=-0.22;p25=-0.22
1961	REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE	MSIGDB:M26954	MSIGDB	70	1.426742e-07	True	-4.760	1.0000	-4.159	1.0000	False	AKT1;ASPSCR1;LNPEP;TUBA4A	1.0000;0.9960;0.9955;0.9955	AKT1;ASPSCR1;LNPEP;TUBA4A	AKT1;ASPSCR1;LNPEP;TUBA4A	local:n=70;max=4.08;p75=-0.24;p50=-0.25;p25=-0.25	global:n=70;max=4.57;p75=-0.22;p50=-0.22;p25=-0.22
1962	REACTOME_VEGFR2_MEDIATED_VASCULAR_PERMEABILITY	MSIGDB:M27422	MSIGDB	27	1.425076e-07	True	-2.613	1.0000	-3.298	1.0000	False	AKT1;CAV1	1.0000;0.9969	AKT1;CAV1	AKT1;CAV1	local:n=27;max=3.54;p75=-0.28;p50=-0.28;p25=-0.28	global:n=27;max=4.57;p75=-0.21;p50=-0.22;p25=-0.22
1963	REACTOME_SEMA4D_MEDIATED_INHIBITION_OF_CELL_ATTACHMENT_AND_MIGRATION	MSIGDB:M27325	MSIGDB	8	1.415925e-07	True	-0.947	1.0000	-1.325	1.0000	False	RND1	1.0000	RND1	RND1	local:n=8;max=2.65;p75=-0.37;p50=-0.38;p25=-0.38	global:n=8;max=4.55;p75=-0.21;p50=-0.21;p25=-0.22
1964	REACTOME_NOTCH3_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	MSIGDB:M27880	MSIGDB	25	1.413725e-07	True	-2.431	1.0000	-1.792	1.0000	False	STAT1;PLXND1	1.0000;0.9966	STAT1;PLXND1	STAT1;PLXND1	local:n=25;max=3.40;p75=-0.29;p50=-0.30;p25=-0.30	global:n=25;max=4.57;p75=-0.21;p50=-0.22;p25=-0.22
1965	REACTOME_CREB1_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_ADENYLATE_CYCLASE	MSIGDB:M27363	MSIGDB	12	1.409722e-07	True	-1.314	1.0000	-2.417	1.0000	False	PRKAR1A	1.0000	PRKAR1A	PRKAR1A	local:n=12;max=3.32;p75=-0.30;p50=-0.30;p25=-0.30	global:n=12;max=4.56;p75=-0.22;p50=-0.22;p25=-0.22
1966	BIOCARTA_MEF2D_PATHWAY	MSIGDB:M5290	MSIGDB	18	1.407646e-07	True	-1.749	1.0000	-2.208	1.0000	False	HDAC2	1.0000	HDAC2	HDAC2	local:n=18;max=4.12;p75=-0.24;p50=-0.24;p25=-0.24	global:n=18;max=4.55;p75=-0.22;p50=-0.22;p25=-0.22
1967	WP_INFLAMMATORY_RESPONSE_PATHWAY	MSIGDB:M39641	MSIGDB	29	1.406927e-07	True	-2.609	1.0000	-2.460	1.0000	False	FN1;COL1A2	1.0000;0.9996	FN1;COL1A2	FN1;COL1A2	local:n=29;max=3.68;p75=-0.27;p50=-0.27;p25=-0.27	global:n=29;max=4.56;p75=-0.21;p50=-0.22;p25=-0.22
1968	REACTOME_EARLY_PHASE_OF_HIV_LIFE_CYCLE	MSIGDB:M4280	MSIGDB	14	1.404876e-07	True	-1.416	1.0000	-1.306	1.0000	False	LIG1	1.0000	LIG1	LIG1	local:n=14;max=3.61;p75=-0.28;p50=-0.28;p25=-0.28	global:n=14;max=4.56;p75=-0.21;p50=-0.22;p25=-0.22
1969	BIOCARTA_CYTOKINE_PATHWAY	MSIGDB:M17406	MSIGDB	17	1.402266e-07	True	-1.734	1.0000	-2.098	1.0000	False	TNF	1.0000	TNF	TNF	local:n=17;max=4.00;p75=-0.25;p50=-0.25;p25=-0.25	global:n=17;max=4.56;p75=-0.22;p50=-0.22;p25=-0.22
1970	REACTOME_DOWNREGULATION_OF_TGF_BETA_RECEPTOR_SIGNALING	MSIGDB:M628	MSIGDB	25	1.401976e-07	True	-2.537	1.0000	-2.343	1.0000	False	XPO1;STUB1	1.0000;0.9999	XPO1;STUB1	XPO1;STUB1	local:n=25;max=3.39;p75=-0.29;p50=-0.29;p25=-0.30	global:n=25;max=4.55;p75=-0.22;p50=-0.22;p25=-0.22
1971	REACTOME_OAS_ANTIVIRAL_RESPONSE	MSIGDB:M27859	MSIGDB	9	1.398881e-07	True	-1.027	1.0000	-0.284	1.0000	False	FLNA	1.0000	FLNA	FLNA	local:n=9;max=2.83;p75=-0.35;p50=-0.35;p25=-0.35	global:n=9;max=4.55;p75=-0.22;p50=-0.22;p25=-0.22
1972	BIOCARTA_AMAN_PATHWAY	MSIGDB:M22009	MSIGDB	15	1.398746e-07	True	-1.535	1.0000	-0.728	1.0000	False	FUT7	1.0000	FUT7	FUT7	local:n=15;max=3.74;p75=-0.27;p50=-0.27;p25=-0.27	global:n=15;max=4.55;p75=-0.22;p50=-0.22;p25=-0.22
1973	REACTOME_SMALL_INTERFERING_RNA_SIRNA_BIOGENESIS	MSIGDB:M27340	MSIGDB	9	1.398122e-07	True	-0.885	1.0000	-0.396	1.0000	False	PRKRA	1.0000	PRKRA	PRKRA	local:n=9;max=2.83;p75=-0.35;p50=-0.35;p25=-0.35	global:n=9;max=4.55;p75=-0.22;p50=-0.22;p25=-0.22
1974	BIOCARTA_DREAM_PATHWAY	MSIGDB:M18899	MSIGDB	13	1.394880e-07	True	-1.415	1.0000	-2.528	1.0000	False	PRKAR1A	1.0000	PRKAR1A	PRKAR1A	local:n=13;max=3.46;p75=-0.29;p50=-0.29;p25=-0.29	global:n=13;max=4.56;p75=-0.21;p50=-0.22;p25=-0.22
1975	PID_P38_ALPHA_BETA_DOWNSTREAM_PATHWAY	MSIGDB:M229	MSIGDB	36	1.394246e-07	True	-3.285	1.0000	-3.515	1.0000	False	TP53;RPS6KA4	1.0000;0.9942	TP53;RPS6KA4	TP53;RPS6KA4	local:n=36;max=4.14;p75=-0.24;p50=-0.24;p25=-0.24	global:n=36;max=4.58;p75=-0.22;p50=-0.22;p25=-0.22
1976	WP_CELL_MIGRATION_AND_INVASION_THROUGH_P75NTR	MSIGDB:M39792	MSIGDB	30	1.392635e-07	True	-2.722	1.0000	-3.500	1.0000	False	AKT1;ADAMTS13	1.0000;0.9966	AKT1;ADAMTS13	AKT1;ADAMTS13	local:n=30;max=3.75;p75=-0.26;p50=-0.27;p25=-0.27	global:n=30;max=4.57;p75=-0.21;p50=-0.22;p25=-0.22
1977	REACTOME_SYNTHESIS_OF_PROSTAGLANDINS_PG_AND_THROMBOXANES_TX	MSIGDB:M27149	MSIGDB	14	1.383199e-07	True	-1.519	1.0000	-0.298	1.0000	False	TBXAS1	1.0000	TBXAS1	TBXAS1	local:n=14;max=3.61;p75=-0.28;p50=-0.28;p25=-0.28	global:n=14;max=4.55;p75=-0.22;p50=-0.22;p25=-0.22
1978	REACTOME_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE	MSIGDB:M639	MSIGDB	15	1.378295e-07	True	-1.627	1.0000	0.860	1.0000	False	PIK3C2A	1.0000	PIK3C2A	PIK3C2A	local:n=15;max=3.74;p75=-0.27;p50=-0.27;p25=-0.27	global:n=15;max=4.55;p75=-0.22;p50=-0.22;p25=-0.22
1979	BIOCARTA_41BB_PATHWAY	MSIGDB:M2064	MSIGDB	18	1.377355e-07	True	-1.864	1.0000	-3.583	1.0000	False	MAP4K5	1.0000	MAP4K5	MAP4K5	local:n=18;max=4.12;p75=-0.24;p50=-0.25;p25=-0.25	global:n=18;max=4.55;p75=-0.21;p50=-0.21;p25=-0.22
1980	REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	MSIGDB:M8240	MSIGDB	186	1.371860e-07	True	-8.803	1.0000	-2.525	1.0000	False	COL17A1;COL1A2;C3	1.0000;0.9996;0.9988	COL17A1;COL1A2;C3	COL17A1;COL1A2;C3	local:n=186;max=7.81;p75=-0.13;p50=-0.13;p25=-0.13	global:n=186;max=4.56;p75=-0.22;p50=-0.22;p25=-0.22
1981	REACTOME_HSF1_ACTIVATION	MSIGDB:M27252	MSIGDB	29	1.371542e-07	True	-2.586	1.0000	-3.678	1.0000	False	COL4A6	1.0000	COL4A6	COL4A6	local:n=29;max=5.29;p75=-0.19;p50=-0.19;p25=-0.19	global:n=29;max=4.56;p75=-0.22;p50=-0.22;p25=-0.22
1982	REACTOME_MTOR_SIGNALLING	MSIGDB:M27000	MSIGDB	39	1.363239e-07	True	-3.329	1.0000	-0.812	1.0000	False	AKT1;PPM1A	1.0000;0.9959	AKT1;PPM1A	AKT1;PPM1A	local:n=39;max=4.31;p75=-0.23;p50=-0.23;p25=-0.23	global:n=39;max=4.57;p75=-0.22;p50=-0.22;p25=-0.22
1983	REACTOME_RECYCLING_PATHWAY_OF_L1	MSIGDB:M891	MSIGDB	48	1.361982e-07	True	-3.860	1.0000	-3.233	1.0000	False	MAPK1;RPS6KA4;TUBA4A	1.0000;0.9957;0.9949	MAPK1;RPS6KA4;TUBA4A	MAPK1;RPS6KA4;TUBA4A	local:n=48;max=3.89;p75=-0.26;p50=-0.26;p25=-0.26	global:n=48;max=4.58;p75=-0.22;p50=-0.22;p25=-0.22
1984	WP_FGFR3_SIGNALLING_IN_CHONDROCYTE_PROLIFERATION_AND_TERMINAL_DIFFERENTIATION	MSIGDB:M39838	MSIGDB	27	1.357387e-07	True	-2.743	1.0000	-3.667	1.0000	False	MAPK1;STAT1	1.0000;0.9986	MAPK1;STAT1	MAPK1;STAT1	local:n=27;max=3.54;p75=-0.28;p50=-0.28;p25=-0.29	global:n=27;max=4.58;p75=-0.21;p50=-0.21;p25=-0.22
1985	WP_PHOSPHOINOSITIDES_METABOLISM	MSIGDB:M40046	MSIGDB	47	1.356604e-07	True	-3.410	1.0000	-1.883	1.0000	False	PTEN;PIK3C2A	1.0000;0.9975	PTEN;PIK3C2A	PTEN;PIK3C2A	local:n=47;max=4.75;p75=-0.21;p50=-0.21;p25=-0.21	global:n=47;max=4.56;p75=-0.22;p50=-0.22;p25=-0.22
1986	PID_S1P_S1P2_PATHWAY	MSIGDB:M268	MSIGDB	24	1.351851e-07	True	-2.341	1.0000	-2.821	1.0000	False	MAPK1;IRS1	1.0000;0.9969	MAPK1;IRS1	MAPK1;IRS1	local:n=24;max=3.32;p75=-0.30;p50=-0.30;p25=-0.30	global:n=24;max=4.58;p75=-0.21;p50=-0.21;p25=-0.22
1987	REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY	MSIGDB:M525	MSIGDB	11	1.349661e-07	True	-1.322	1.0000	-0.830	1.0000	False	LNPEP	1.0000	LNPEP	LNPEP	local:n=11;max=3.16;p75=-0.32;p50=-0.32;p25=-0.32	global:n=11;max=4.55;p75=-0.22;p50=-0.22;p25=-0.22
1988	REACTOME_CTLA4_INHIBITORY_SIGNALING	MSIGDB:M5876	MSIGDB	21	1.348063e-07	True	-2.199	1.0000	-3.143	1.0000	False	AKT1;PTPN11	1.0000;0.9994	AKT1;PTPN11	AKT1;PTPN11	local:n=21;max=3.08;p75=-0.32;p50=-0.33;p25=-0.33	global:n=21;max=4.57;p75=-0.21;p50=-0.22;p25=-0.22
1989	REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS	MSIGDB:M27431	MSIGDB	27	1.344440e-07	True	-2.677	1.0000	-2.779	1.0000	False	MAP2K7;FURIN	1.0000;0.9999	MAP2K7;FURIN	MAP2K7;FURIN	local:n=27;max=3.54;p75=-0.28;p50=-0.28;p25=-0.28	global:n=27;max=4.56;p75=-0.22;p50=-0.22;p25=-0.22
1990	Positive Regulation of Cell Differentiation	C1516343	GO	15	1.344399e-07	True	-1.633	1.0000	-0.231	1.0000	False	PROM1	1.0000	PROM1	PROM1	local:n=15;max=3.74;p75=-0.27;p50=-0.27;p25=-0.27	global:n=15;max=4.55;p75=-0.22;p50=-0.22;p25=-0.22
1991	REACTOME_POLYMERASE_SWITCHING	MSIGDB:M787	MSIGDB	14	1.342273e-07	True	-1.552	1.0000	-2.007	1.0000	False	POLD1	1.0000	POLD1	POLD1	local:n=14;max=3.61;p75=-0.28;p50=-0.28;p25=-0.28	global:n=14;max=4.56;p75=-0.21;p50=-0.22;p25=-0.22
1992	REACTOME_AFLATOXIN_ACTIVATION_AND_DETOXIFICATION	MSIGDB:M27449	MSIGDB	19	1.339294e-07	True	-1.864	1.0000	0.848	1.0000	False	ACY1	1.0000	ACY1	ACY1	local:n=19;max=4.24;p75=-0.23;p50=-0.24;p25=-0.24	global:n=19;max=4.55;p75=-0.22;p50=-0.22;p25=-0.22
1993	BIOCARTA_HIF_PATHWAY	MSIGDB:M13324	MSIGDB	15	1.329391e-07	True	-1.726	1.0000	-2.022	1.0000	False	HIF1A	1.0000	HIF1A	HIF1A	local:n=15;max=3.74;p75=-0.26;p50=-0.27;p25=-0.27	global:n=15;max=4.55;p75=-0.21;p50=-0.22;p25=-0.22
1994	REACTOME_ZBP1_DAI_MEDIATED_INDUCTION_OF_TYPE_I_IFNS	MSIGDB:M26978	MSIGDB	20	1.328482e-07	True	-2.073	1.0000	-2.270	1.0000	False	MYD88	1.0000	MYD88	MYD88	local:n=20;max=4.36;p75=-0.23;p50=-0.23;p25=-0.23	global:n=20;max=4.57;p75=-0.21;p50=-0.22;p25=-0.22
1995	REACTOME_FCGR3A_MEDIATED_IL10_SYNTHESIS	MSIGDB:M29842	MSIGDB	95	1.327047e-07	True	-5.708	1.0000	-3.309	1.0000	False	PRKAR1A;ADCY9;ADCY6	1.0000;0.9993;0.9992	PRKAR1A;ADCY9;ADCY6	PRKAR1A;ADCY9;ADCY6	local:n=95;max=5.54;p75=-0.18;p50=-0.18;p25=-0.18	global:n=95;max=4.56;p75=-0.22;p50=-0.22;p25=-0.22
1996	REACTOME_INTERLEUKIN_10_SIGNALING	MSIGDB:M27605	MSIGDB	45	1.325856e-07	True	-3.678	1.0000	-4.428	1.0000	False	JAK1;TNF	1.0000;0.9961	JAK1;TNF	JAK1;TNF	local:n=45;max=4.65;p75=-0.22;p50=-0.22;p25=-0.22	global:n=45;max=4.58;p75=-0.22;p50=-0.22;p25=-0.22
1997	REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING	MSIGDB:M18193	MSIGDB	30	1.325009e-07	True	-2.792	1.0000	-2.300	1.0000	False	DLG3	1.0000	DLG3	DLG3	local:n=30;max=5.39;p75=-0.18;p50=-0.19;p25=-0.19	global:n=30;max=4.55;p75=-0.22;p50=-0.22;p25=-0.22
1998	REACTOME_METALLOPROTEASE_DUBS	MSIGDB:M27580	MSIGDB	16	1.319314e-07	True	-1.788	1.0000	-2.627	1.0000	False	BARD1	1.0000	BARD1	BARD1	local:n=16;max=3.87;p75=-0.26;p50=-0.26;p25=-0.26	global:n=16;max=4.56;p75=-0.22;p50=-0.22;p25=-0.22
1999	WP_FOLLICLE_STIMULATING_HORMONE_FSH_SIGNALING_PATHWAY	MSIGDB:M39609	MSIGDB	26	1.318322e-07	True	-2.599	1.0000	-3.374	1.0000	False	MAPK1;AKT1	1.0000;0.9993	MAPK1;AKT1	MAPK1;AKT1	local:n=26;max=3.47;p75=-0.28;p50=-0.29;p25=-0.29	global:n=26;max=4.58;p75=-0.21;p50=-0.21;p25=-0.22
2000	REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS	MSIGDB:M554	MSIGDB	43	1.316612e-07	True	-3.400	1.0000	-0.155	1.0000	False	PRKD1	1.0000	PRKD1	PRKD1	local:n=43;max=6.48;p75=-0.15;p50=-0.15;p25=-0.16	global:n=43;max=4.55;p75=-0.22;p50=-0.22;p25=-0.22
2001	REACTOME_CREB1_PHOSPHORYLATION_THROUGH_THE_ACTIVATION_OF_CAMKII_CAMKK_CAMKIV_CASCASDE	MSIGDB:M10546	MSIGDB	8	1.309394e-07	True	-1.109	1.0000	-1.742	1.0000	False	CAMK2G	1.0000	CAMK2G	CAMK2G	local:n=8;max=2.65;p75=-0.38;p50=-0.38;p25=-0.38	global:n=8;max=4.55;p75=-0.21;p50=-0.22;p25=-0.22
2002	REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND	MSIGDB:M26947	MSIGDB	16	1.308862e-07	True	-1.775	1.0000	-2.022	1.0000	False	TNFRSF10B	1.0000	TNFRSF10B	TNFRSF10B	local:n=16;max=3.87;p75=-0.26;p50=-0.26;p25=-0.26	global:n=16;max=4.56;p75=-0.21;p50=-0.22;p25=-0.22
2003	WP_SIGNAL_TRANSDUCTION_OF_S1P_RECEPTOR	MSIGDB:M39384	MSIGDB	25	1.305351e-07	True	-2.617	1.0000	-1.968	1.0000	False	MAPK1;AKT1	1.0000;0.9993	MAPK1;AKT1	MAPK1;AKT1	local:n=25;max=3.39;p75=-0.29;p50=-0.29;p25=-0.30	global:n=25;max=4.58;p75=-0.21;p50=-0.22;p25=-0.22
2004	REACTOME_CALNEXIN_CALRETICULIN_CYCLE	MSIGDB:M907	MSIGDB	23	1.304704e-07	True	-2.196	1.0000	-2.466	1.0000	False	MAN1B1	1.0000	MAN1B1	MAN1B1	local:n=23;max=4.69;p75=-0.21;p50=-0.21;p25=-0.21	global:n=23;max=4.55;p75=-0.22;p50=-0.22;p25=-0.22
2005	REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE	MSIGDB:M645	MSIGDB	18	1.302823e-07	True	-1.941	1.0000	0.821	0.5883	False	PIK3C2A	1.0000	PIK3C2A	PIK3C2A	local:n=18;max=4.12;p75=-0.24;p50=-0.24;p25=-0.24	global:n=18;max=4.55;p75=-0.22;p50=-0.22;p25=-0.22
2006	REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_P107_RBL1_AND_P130_RBL2_IN_COMPLEX_WITH_HDAC1	MSIGDB:M26940	MSIGDB	16	1.298420e-07	True	-1.776	1.0000	-2.323	1.0000	False	CDK1	1.0000	CDK1	CDK1	local:n=16;max=3.87;p75=-0.26;p50=-0.26;p25=-0.26	global:n=16;max=4.56;p75=-0.22;p50=-0.22;p25=-0.22
2007	WP_NOVEL_INTRACELLULAR_COMPONENTS_OF_RIGILIKE_RECEPTOR_RLR_PATHWAY	MSIGDB:M39583	MSIGDB	59	1.295670e-07	True	-4.201	1.0000	-4.492	1.0000	False	TNF;DDX3X	1.0000;0.9988	TNF;DDX3X	TNF;DDX3X	local:n=59;max=5.34;p75=-0.18;p50=-0.19;p25=-0.19	global:n=59;max=4.56;p75=-0.21;p50=-0.22;p25=-0.22
2008	WP_VITAMIN_D_IN_INFLAMMATORY_DISEASES	MSIGDB:M39773	MSIGDB	20	1.292798e-07	True	-2.023	1.0000	-4.302	1.0000	False	TNF	1.0000	TNF	TNF	local:n=20;max=4.36;p75=-0.23;p50=-0.23;p25=-0.23	global:n=20;max=4.56;p75=-0.21;p50=-0.21;p25=-0.22
2009	REACTOME_ERYTHROPOIETIN_ACTIVATES_PHOSPHOINOSITIDE_3_KINASE_PI3K	MSIGDB:M27905	MSIGDB	12	1.292277e-07	True	-1.442	1.0000	-2.886	1.0000	False	JAK2	1.0000	JAK2	JAK2	local:n=12;max=3.32;p75=-0.30;p50=-0.30;p25=-0.30	global:n=12;max=4.57;p75=-0.21;p50=-0.22;p25=-0.22
2010	REACTOME_PURINE_SALVAGE	MSIGDB:M814	MSIGDB	12	1.291936e-07	True	-1.436	1.0000	-0.185	1.0000	False	ADA	1.0000	ADA	ADA	local:n=12;max=3.32;p75=-0.30;p50=-0.30;p25=-0.30	global:n=12;max=4.55;p75=-0.22;p50=-0.22;p25=-0.22
2011	REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES	MSIGDB:M27762	MSIGDB	29	1.291336e-07	True	-2.598	1.0000	-2.272	1.0000	False	UBA1	1.0000	UBA1	UBA1	local:n=29;max=5.29;p75=-0.19;p50=-0.19;p25=-0.19	global:n=29;max=4.55;p75=-0.22;p50=-0.22;p25=-0.22
2012	REACTOME_PURINERGIC_SIGNALING_IN_LEISHMANIASIS_INFECTION	MSIGDB:M29838	MSIGDB	24	1.291049e-07	True	-2.430	1.0000	-3.215	1.0000	False	C3;MEFV	1.0000;0.9999	C3;MEFV	C3;MEFV	local:n=24;max=3.32;p75=-0.30;p50=-0.30;p25=-0.30	global:n=24;max=4.55;p75=-0.21;p50=-0.22;p25=-0.22
2013	PID_AVB3_OPN_PATHWAY	MSIGDB:M63	MSIGDB	31	1.289092e-07	True	-2.842	1.0000	-5.409	1.0000	False	MAPK1;ITGB3	1.0000;0.9964	MAPK1;ITGB3	MAPK1;ITGB3	local:n=31;max=3.82;p75=-0.26;p50=-0.26;p25=-0.27	global:n=31;max=4.58;p75=-0.21;p50=-0.21;p25=-0.22
